_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
892,1,Marie Curtis Park East Beach,31W,2023-06-28,130,None,"c(-79.54039, 43.585304)"
893,1,Marie Curtis Park East Beach,30W,2023-06-28,160,None,"c(-79.540054, 43.58561)"
894,2,Sunnyside Beach,23W,2023-06-28,NA,No data,"c(-79.461525, 43.63625)"
895,2,Sunnyside Beach,17W,2023-06-28,150,None,"c(-79.451, 43.63639)"
896,2,Sunnyside Beach,20W,2023-06-28,50,None,"c(-79.45564, 43.637165)"
897,2,Sunnyside Beach,21W,2023-06-28,60,None,"c(-79.45753, 43.63711)"
898,2,Sunnyside Beach,18W,2023-06-28,110,None,"c(-79.45267, 43.636612)"
899,2,Sunnyside Beach,22W,2023-06-28,70,None,"c(-79.46005, 43.636723)"
900,2,Sunnyside Beach,19W,2023-06-28,50,None,"c(-79.45411, 43.63711)"
901,1,Marie Curtis Park East Beach,29W,2023-06-27,430,None,"c(-79.539696, 43.58592)"
902,1,Marie Curtis Park East Beach,32W,2023-06-27,400,None,"c(-79.54056, 43.58511)"
903,1,Marie Curtis Park East Beach,33W,2023-06-27,390,None,"c(-79.540886, 43.58486)"
904,1,Marie Curtis Park East Beach,31W,2023-06-27,140,None,"c(-79.54039, 43.585304)"
905,1,Marie Curtis Park East Beach,30W,2023-06-27,160,None,"c(-79.540054, 43.58561)"
906,2,Sunnyside Beach,23W,2023-06-27,NA,No data,"c(-79.461525, 43.63625)"
907,2,Sunnyside Beach,17W,2023-06-27,270,None,"c(-79.451, 43.63639)"
908,2,Sunnyside Beach,20W,2023-06-27,310,None,"c(-79.45564, 43.637165)"
909,2,Sunnyside Beach,21W,2023-06-27,260,None,"c(-79.45753, 43.63711)"
910,2,Sunnyside Beach,18W,2023-06-27,370,None,"c(-79.45267, 43.636612)"
911,2,Sunnyside Beach,22W,2023-06-27,230,None,"c(-79.46005, 43.636723)"
912,2,Sunnyside Beach,19W,2023-06-27,320,None,"c(-79.45411, 43.63711)"
913,1,Marie Curtis Park East Beach,29W,2023-06-26,530,None,"c(-79.539696, 43.58592)"
914,1,Marie Curtis Park East Beach,32W,2023-06-26,80,None,"c(-79.54056, 43.58511)"
915,1,Marie Curtis Park East Beach,33W,2023-06-26,30,None,"c(-79.540886, 43.58486)"
916,1,Marie Curtis Park East Beach,31W,2023-06-26,100,None,"c(-79.54039, 43.585304)"
917,1,Marie Curtis Park East Beach,30W,2023-06-26,160,None,"c(-79.540054, 43.58561)"
918,2,Sunnyside Beach,23W,2023-06-26,NA,No data,"c(-79.461525, 43.63625)"
919,2,Sunnyside Beach,17W,2023-06-26,100,None,"c(-79.451, 43.63639)"
920,2,Sunnyside Beach,20W,2023-06-26,310,None,"c(-79.45564, 43.637165)"
921,2,Sunnyside Beach,21W,2023-06-26,290,None,"c(-79.45753, 43.63711)"
922,2,Sunnyside Beach,18W,2023-06-26,110,None,"c(-79.45267, 43.636612)"
923,2,Sunnyside Beach,22W,2023-06-26,160,None,"c(-79.46005, 43.636723)"
924,2,Sunnyside Beach,19W,2023-06-26,50,None,"c(-79.45411, 43.63711)"
925,1,Marie Curtis Park East Beach,29W,2023-06-25,380,None,"c(-79.539696, 43.58592)"
926,1,Marie Curtis Park East Beach,32W,2023-06-25,350,None,"c(-79.54056, 43.58511)"
927,1,Marie Curtis Park East Beach,33W,2023-06-25,310,None,"c(-79.540886, 43.58486)"
928,1,Marie Curtis Park East Beach,31W,2023-06-25,330,None,"c(-79.54039, 43.585304)"
929,1,Marie Curtis Park East Beach,30W,2023-06-25,310,None,"c(-79.540054, 43.58561)"
930,2,Sunnyside Beach,23W,2023-06-25,NA,None,"c(-79.461525, 43.63625)"
931,2,Sunnyside Beach,17W,2023-06-25,190,None,"c(-79.451, 43.63639)"
932,2,Sunnyside Beach,20W,2023-06-25,250,None,"c(-79.45564, 43.637165)"
933,2,Sunnyside Beach,21W,2023-06-25,410,None,"c(-79.45753, 43.63711)"
934,2,Sunnyside Beach,18W,2023-06-25,150,None,"c(-79.45267, 43.636612)"
935,2,Sunnyside Beach,22W,2023-06-25,420,None,"c(-79.46005, 43.636723)"
936,2,Sunnyside Beach,19W,2023-06-25,120,None,"c(-79.45411, 43.63711)"
937,1,Marie Curtis Park East Beach,29W,2023-06-24,290,None,"c(-79.539696, 43.58592)"
938,1,Marie Curtis Park East Beach,32W,2023-06-24,160,None,"c(-79.54056, 43.58511)"
939,1,Marie Curtis Park East Beach,33W,2023-06-24,150,None,"c(-79.540886, 43.58486)"
940,1,Marie Curtis Park East Beach,31W,2023-06-24,310,None,"c(-79.54039, 43.585304)"
941,1,Marie Curtis Park East Beach,30W,2023-06-24,240,None,"c(-79.540054, 43.58561)"
942,2,Sunnyside Beach,23W,2023-06-24,NA,None,"c(-79.461525, 43.63625)"
943,2,Sunnyside Beach,17W,2023-06-24,90,None,"c(-79.451, 43.63639)"
944,2,Sunnyside Beach,20W,2023-06-24,20,None,"c(-79.45564, 43.637165)"
945,2,Sunnyside Beach,21W,2023-06-24,40,None,"c(-79.45753, 43.63711)"
946,2,Sunnyside Beach,18W,2023-06-24,10,None,"c(-79.45267, 43.636612)"
947,2,Sunnyside Beach,22W,2023-06-24,70,None,"c(-79.46005, 43.636723)"
948,2,Sunnyside Beach,19W,2023-06-24,10,<10,"c(-79.45411, 43.63711)"
949,1,Marie Curtis Park East Beach,29W,2023-06-23,10,None,"c(-79.539696, 43.58592)"
950,1,Marie Curtis Park East Beach,32W,2023-06-23,20,None,"c(-79.54056, 43.58511)"
951,1,Marie Curtis Park East Beach,33W,2023-06-23,20,None,"c(-79.540886, 43.58486)"
952,1,Marie Curtis Park East Beach,31W,2023-06-23,10,<,"c(-79.54039, 43.585304)"
953,1,Marie Curtis Park East Beach,30W,2023-06-23,10,<,"c(-79.540054, 43.58561)"
954,2,Sunnyside Beach,23W,2023-06-23,NA,No data,"c(-79.461525, 43.63625)"
955,2,Sunnyside Beach,17W,2023-06-23,20,None,"c(-79.451, 43.63639)"
956,2,Sunnyside Beach,20W,2023-06-23,30,None,"c(-79.45564, 43.637165)"
957,2,Sunnyside Beach,21W,2023-06-23,20,None,"c(-79.45753, 43.63711)"
958,2,Sunnyside Beach,18W,2023-06-23,20,None,"c(-79.45267, 43.636612)"
959,2,Sunnyside Beach,22W,2023-06-23,30,None,"c(-79.46005, 43.636723)"
960,2,Sunnyside Beach,19W,2023-06-23,10,None,"c(-79.45411, 43.63711)"
961,1,Marie Curtis Park East Beach,29W,2023-06-22,10,None,"c(-79.539696, 43.58592)"
962,1,Marie Curtis Park East Beach,32W,2023-06-22,10,<,"c(-79.54056, 43.58511)"
963,1,Marie Curtis Park East Beach,33W,2023-06-22,10,None,"c(-79.540886, 43.58486)"
964,1,Marie Curtis Park East Beach,31W,2023-06-22,30,None,"c(-79.54039, 43.585304)"
965,1,Marie Curtis Park East Beach,30W,2023-06-22,10,<,"c(-79.540054, 43.58561)"
966,2,Sunnyside Beach,23W,2023-06-22,NA,No data,"c(-79.461525, 43.63625)"
967,2,Sunnyside Beach,17W,2023-06-22,30,None,"c(-79.451, 43.63639)"
968,2,Sunnyside Beach,20W,2023-06-22,10,None,"c(-79.45564, 43.637165)"
969,2,Sunnyside Beach,21W,2023-06-22,10,<,"c(-79.45753, 43.63711)"
970,2,Sunnyside Beach,18W,2023-06-22,20,None,"c(-79.45267, 43.636612)"
971,2,Sunnyside Beach,22W,2023-06-22,10,None,"c(-79.46005, 43.636723)"
972,2,Sunnyside Beach,19W,2023-06-22,20,None,"c(-79.45411, 43.63711)"
973,1,Marie Curtis Park East Beach,29W,2023-06-21,10,None,"c(-79.539696, 43.58592)"
974,1,Marie Curtis Park East Beach,32W,2023-06-21,20,None,"c(-79.54056, 43.58511)"
975,1,Marie Curtis Park East Beach,33W,2023-06-21,10,None,"c(-79.540886, 43.58486)"
976,1,Marie Curtis Park East Beach,31W,2023-06-21,30,None,"c(-79.54039, 43.585304)"
977,1,Marie Curtis Park East Beach,30W,2023-06-21,20,None,"c(-79.540054, 43.58561)"
978,2,Sunnyside Beach,23W,2023-06-21,NA,No data,"c(-79.461525, 43.63625)"
979,2,Sunnyside Beach,17W,2023-06-21,20,None,"c(-79.451, 43.63639)"
980,2,Sunnyside Beach,20W,2023-06-21,10,<,"c(-79.45564, 43.637165)"
981,2,Sunnyside Beach,21W,2023-06-21,20,None,"c(-79.45753, 43.63711)"
982,2,Sunnyside Beach,18W,2023-06-21,30,None,"c(-79.45267, 43.636612)"
983,2,Sunnyside Beach,22W,2023-06-21,30,None,"c(-79.46005, 43.636723)"
984,2,Sunnyside Beach,19W,2023-06-21,10,<,"c(-79.45411, 43.63711)"
985,1,Marie Curtis Park East Beach,29W,2023-06-20,260,None,"c(-79.539696, 43.58592)"
986,1,Marie Curtis Park East Beach,32W,2023-06-20,210,None,"c(-79.54056, 43.58511)"
987,1,Marie Curtis Park East Beach,33W,2023-06-20,230,None,"c(-79.540886, 43.58486)"
988,1,Marie Curtis Park East Beach,31W,2023-06-20,140,None,"c(-79.54039, 43.585304)"
989,1,Marie Curtis Park East Beach,30W,2023-06-20,140,None,"c(-79.540054, 43.58561)"
990,2,Sunnyside Beach,23W,2023-06-20,NA,No data,"c(-79.461525, 43.63625)"
991,2,Sunnyside Beach,17W,2023-06-20,300,None,"c(-79.451, 43.63639)"
992,2,Sunnyside Beach,20W,2023-06-20,20,None,"c(-79.45564, 43.637165)"
993,2,Sunnyside Beach,21W,2023-06-20,10,None,"c(-79.45753, 43.63711)"
994,2,Sunnyside Beach,18W,2023-06-20,20,None,"c(-79.45267, 43.636612)"
995,2,Sunnyside Beach,22W,2023-06-20,10,None,"c(-79.46005, 43.636723)"
996,2,Sunnyside Beach,19W,2023-06-20,30,None,"c(-79.45411, 43.63711)"
997,1,Marie Curtis Park East Beach,29W,2023-06-19,230,None,"c(-79.539696, 43.58592)"
998,1,Marie Curtis Park East Beach,32W,2023-06-19,50,None,"c(-79.54056, 43.58511)"
999,1,Marie Curtis Park East Beach,33W,2023-06-19,10,<,"c(-79.540886, 43.58486)"
1000,1,Marie Curtis Park East Beach,31W,2023-06-19,90,None,"c(-79.54039, 43.585304)"
1001,1,Marie Curtis Park East Beach,30W,2023-06-19,150,None,"c(-79.540054, 43.58561)"
1002,2,Sunnyside Beach,23W,2023-06-19,NA,No data,"c(-79.461525, 43.63625)"
1003,2,Sunnyside Beach,17W,2023-06-19,10,<,"c(-79.451, 43.63639)"
1004,2,Sunnyside Beach,20W,2023-06-19,10,None,"c(-79.45564, 43.637165)"
1005,2,Sunnyside Beach,21W,2023-06-19,20,None,"c(-79.45753, 43.63711)"
1006,2,Sunnyside Beach,18W,2023-06-19,10,<,"c(-79.45267, 43.636612)"
1007,2,Sunnyside Beach,22W,2023-06-19,10,<,"c(-79.46005, 43.636723)"
1008,2,Sunnyside Beach,19W,2023-06-19,10,None,"c(-79.45411, 43.63711)"
1009,1,Marie Curtis Park East Beach,29W,2023-06-18,80,None,"c(-79.539696, 43.58592)"
1010,1,Marie Curtis Park East Beach,32W,2023-06-18,10,None,"c(-79.54056, 43.58511)"
1011,1,Marie Curtis Park East Beach,33W,2023-06-18,20,None,"c(-79.540886, 43.58486)"
1012,1,Marie Curtis Park East Beach,31W,2023-06-18,10,<,"c(-79.54039, 43.585304)"
1013,1,Marie Curtis Park East Beach,30W,2023-06-18,20,None,"c(-79.540054, 43.58561)"
1014,2,Sunnyside Beach,23W,2023-06-18,NA,None,"c(-79.461525, 43.63625)"
1015,2,Sunnyside Beach,17W,2023-06-18,10,None,"c(-79.451, 43.63639)"
1016,2,Sunnyside Beach,20W,2023-06-18,60,None,"c(-79.45564, 43.637165)"
1017,2,Sunnyside Beach,21W,2023-06-18,10,<10,"c(-79.45753, 43.63711)"
1018,2,Sunnyside Beach,18W,2023-06-18,10,<10,"c(-79.45267, 43.636612)"
1019,2,Sunnyside Beach,22W,2023-06-18,20,None,"c(-79.46005, 43.636723)"
1020,2,Sunnyside Beach,19W,2023-06-18,20,None,"c(-79.45411, 43.63711)"
1021,1,Marie Curtis Park East Beach,29W,2023-06-17,100,None,"c(-79.539696, 43.58592)"
1022,1,Marie Curtis Park East Beach,32W,2023-06-17,200,None,"c(-79.54056, 43.58511)"
1023,1,Marie Curtis Park East Beach,33W,2023-06-17,100,None,"c(-79.540886, 43.58486)"
1024,1,Marie Curtis Park East Beach,31W,2023-06-17,110,None,"c(-79.54039, 43.585304)"
1025,1,Marie Curtis Park East Beach,30W,2023-06-17,130,None,"c(-79.540054, 43.58561)"
1026,2,Sunnyside Beach,23W,2023-06-17,NA,None,"c(-79.461525, 43.63625)"
1027,2,Sunnyside Beach,17W,2023-06-17,60,None,"c(-79.451, 43.63639)"
1028,2,Sunnyside Beach,20W,2023-06-17,20,None,"c(-79.45564, 43.637165)"
1029,2,Sunnyside Beach,21W,2023-06-17,30,None,"c(-79.45753, 43.63711)"
1030,2,Sunnyside Beach,18W,2023-06-17,20,None,"c(-79.45267, 43.636612)"
1031,2,Sunnyside Beach,22W,2023-06-17,10,None,"c(-79.46005, 43.636723)"
1032,2,Sunnyside Beach,19W,2023-06-17,10,None,"c(-79.45411, 43.63711)"
1033,1,Marie Curtis Park East Beach,29W,2023-06-16,480,None,"c(-79.539696, 43.58592)"
1034,1,Marie Curtis Park East Beach,32W,2023-06-16,850,None,"c(-79.54056, 43.58511)"
1035,1,Marie Curtis Park East Beach,33W,2023-06-16,580,None,"c(-79.540886, 43.58486)"
1036,1,Marie Curtis Park East Beach,31W,2023-06-16,570,None,"c(-79.54039, 43.585304)"
1037,1,Marie Curtis Park East Beach,30W,2023-06-16,610,None,"c(-79.540054, 43.58561)"
1038,2,Sunnyside Beach,23W,2023-06-16,NA,No data,"c(-79.461525, 43.63625)"
1039,2,Sunnyside Beach,17W,2023-06-16,80,None,"c(-79.451, 43.63639)"
1040,2,Sunnyside Beach,20W,2023-06-16,50,None,"c(-79.45564, 43.637165)"
1041,2,Sunnyside Beach,21W,2023-06-16,30,None,"c(-79.45753, 43.63711)"
1042,2,Sunnyside Beach,18W,2023-06-16,30,None,"c(-79.45267, 43.636612)"
1043,2,Sunnyside Beach,22W,2023-06-16,30,None,"c(-79.46005, 43.636723)"
1044,2,Sunnyside Beach,19W,2023-06-16,30,None,"c(-79.45411, 43.63711)"
1045,1,Marie Curtis Park East Beach,29W,2023-06-15,120,None,"c(-79.539696, 43.58592)"
1046,1,Marie Curtis Park East Beach,32W,2023-06-15,110,None,"c(-79.54056, 43.58511)"
1047,1,Marie Curtis Park East Beach,33W,2023-06-15,60,None,"c(-79.540886, 43.58486)"
1048,1,Marie Curtis Park East Beach,31W,2023-06-15,120,None,"c(-79.54039, 43.585304)"
1049,1,Marie Curtis Park East Beach,30W,2023-06-15,140,None,"c(-79.540054, 43.58561)"
1050,2,Sunnyside Beach,23W,2023-06-15,NA,No data,"c(-79.461525, 43.63625)"
1051,2,Sunnyside Beach,17W,2023-06-15,160,None,"c(-79.451, 43.63639)"
1052,2,Sunnyside Beach,20W,2023-06-15,10,None,"c(-79.45564, 43.637165)"
1053,2,Sunnyside Beach,21W,2023-06-15,50,None,"c(-79.45753, 43.63711)"
1054,2,Sunnyside Beach,18W,2023-06-15,30,None,"c(-79.45267, 43.636612)"
1055,2,Sunnyside Beach,22W,2023-06-15,40,None,"c(-79.46005, 43.636723)"
1056,2,Sunnyside Beach,19W,2023-06-15,30,None,"c(-79.45411, 43.63711)"
1057,1,Marie Curtis Park East Beach,29W,2023-06-14,280,None,"c(-79.539696, 43.58592)"
1058,1,Marie Curtis Park East Beach,32W,2023-06-14,320,None,"c(-79.54056, 43.58511)"
1059,1,Marie Curtis Park East Beach,33W,2023-06-14,230,None,"c(-79.540886, 43.58486)"
1060,1,Marie Curtis Park East Beach,31W,2023-06-14,200,None,"c(-79.54039, 43.585304)"
1061,1,Marie Curtis Park East Beach,30W,2023-06-14,380,None,"c(-79.540054, 43.58561)"
1062,2,Sunnyside Beach,23W,2023-06-14,NA,No data,"c(-79.461525, 43.63625)"
1063,2,Sunnyside Beach,17W,2023-06-14,780,None,"c(-79.451, 43.63639)"
1064,2,Sunnyside Beach,20W,2023-06-14,30,None,"c(-79.45564, 43.637165)"
1065,2,Sunnyside Beach,21W,2023-06-14,70,None,"c(-79.45753, 43.63711)"
1066,2,Sunnyside Beach,18W,2023-06-14,490,None,"c(-79.45267, 43.636612)"
1067,2,Sunnyside Beach,22W,2023-06-14,60,None,"c(-79.46005, 43.636723)"
1068,2,Sunnyside Beach,19W,2023-06-14,320,None,"c(-79.45411, 43.63711)"
1069,1,Marie Curtis Park East Beach,29W,2023-06-13,1000,>,"c(-79.539696, 43.58592)"
1070,1,Marie Curtis Park East Beach,32W,2023-06-13,1000,>,"c(-79.54056, 43.58511)"
1071,1,Marie Curtis Park East Beach,33W,2023-06-13,1000,>,"c(-79.540886, 43.58486)"
1072,1,Marie Curtis Park East Beach,31W,2023-06-13,1000,>,"c(-79.54039, 43.585304)"
1073,1,Marie Curtis Park East Beach,30W,2023-06-13,1000,>,"c(-79.540054, 43.58561)"
1074,2,Sunnyside Beach,23W,2023-06-13,NA,No data,"c(-79.461525, 43.63625)"
1075,2,Sunnyside Beach,17W,2023-06-13,30,None,"c(-79.451, 43.63639)"
1076,2,Sunnyside Beach,20W,2023-06-13,120,None,"c(-79.45564, 43.637165)"
1077,2,Sunnyside Beach,21W,2023-06-13,200,None,"c(-79.45753, 43.63711)"
1078,2,Sunnyside Beach,18W,2023-06-13,50,None,"c(-79.45267, 43.636612)"
1079,2,Sunnyside Beach,22W,2023-06-13,340,None,"c(-79.46005, 43.636723)"
1080,2,Sunnyside Beach,19W,2023-06-13,90,None,"c(-79.45411, 43.63711)"
1081,1,Marie Curtis Park East Beach,29W,2023-06-12,NA,No data,"c(-79.539696, 43.58592)"
1082,1,Marie Curtis Park East Beach,32W,2023-06-12,NA,No data,"c(-79.54056, 43.58511)"
1083,1,Marie Curtis Park East Beach,33W,2023-06-12,NA,No data,"c(-79.540886, 43.58486)"
1084,1,Marie Curtis Park East Beach,31W,2023-06-12,NA,No data,"c(-79.54039, 43.585304)"
1085,1,Marie Curtis Park East Beach,30W,2023-06-12,NA,No data,"c(-79.540054, 43.58561)"
1086,2,Sunnyside Beach,23W,2023-06-12,NA,No data,"c(-79.461525, 43.63625)"
1087,2,Sunnyside Beach,17W,2023-06-12,80,None,"c(-79.451, 43.63639)"
1088,2,Sunnyside Beach,20W,2023-06-12,80,None,"c(-79.45564, 43.637165)"
1089,2,Sunnyside Beach,21W,2023-06-12,50,None,"c(-79.45753, 43.63711)"
1090,2,Sunnyside Beach,18W,2023-06-12,160,None,"c(-79.45267, 43.636612)"
1091,2,Sunnyside Beach,22W,2023-06-12,30,None,"c(-79.46005, 43.636723)"
1092,2,Sunnyside Beach,19W,2023-06-12,50,None,"c(-79.45411, 43.63711)"
1093,1,Marie Curtis Park East Beach,29W,2023-06-11,120,None,"c(-79.539696, 43.58592)"
1094,1,Marie Curtis Park East Beach,32W,2023-06-11,150,None,"c(-79.54056, 43.58511)"
1095,1,Marie Curtis Park East Beach,33W,2023-06-11,60,None,"c(-79.540886, 43.58486)"
1096,1,Marie Curtis Park East Beach,31W,2023-06-11,10,None,"c(-79.54039, 43.585304)"
1097,1,Marie Curtis Park East Beach,30W,2023-06-11,150,None,"c(-79.540054, 43.58561)"
1098,2,Sunnyside Beach,23W,2023-06-11,NA,No data,"c(-79.461525, 43.63625)"
1099,2,Sunnyside Beach,17W,2023-06-11,240,None,"c(-79.451, 43.63639)"
1100,2,Sunnyside Beach,20W,2023-06-11,30,None,"c(-79.45564, 43.637165)"
1101,2,Sunnyside Beach,21W,2023-06-11,40,None,"c(-79.45753, 43.63711)"
1102,2,Sunnyside Beach,18W,2023-06-11,170,None,"c(-79.45267, 43.636612)"
1103,2,Sunnyside Beach,22W,2023-06-11,40,None,"c(-79.46005, 43.636723)"
1104,2,Sunnyside Beach,19W,2023-06-11,40,None,"c(-79.45411, 43.63711)"
1105,1,Marie Curtis Park East Beach,29W,2023-06-10,100,None,"c(-79.539696, 43.58592)"
1106,1,Marie Curtis Park East Beach,32W,2023-06-10,100,None,"c(-79.54056, 43.58511)"
1107,1,Marie Curtis Park East Beach,33W,2023-06-10,80,None,"c(-79.540886, 43.58486)"
1108,1,Marie Curtis Park East Beach,31W,2023-06-10,160,None,"c(-79.54039, 43.585304)"
1109,1,Marie Curtis Park East Beach,30W,2023-06-10,80,None,"c(-79.540054, 43.58561)"
1110,2,Sunnyside Beach,23W,2023-06-10,NA,None,"c(-79.461525, 43.63625)"
1111,2,Sunnyside Beach,17W,2023-06-10,30,None,"c(-79.451, 43.63639)"
1112,2,Sunnyside Beach,20W,2023-06-10,40,None,"c(-79.45564, 43.637165)"
1113,2,Sunnyside Beach,21W,2023-06-10,10,<10,"c(-79.45753, 43.63711)"
1114,2,Sunnyside Beach,18W,2023-06-10,20,None,"c(-79.45267, 43.636612)"
1115,2,Sunnyside Beach,22W,2023-06-10,70,None,"c(-79.46005, 43.636723)"
1116,2,Sunnyside Beach,19W,2023-06-10,20,None,"c(-79.45411, 43.63711)"
1117,1,Marie Curtis Park East Beach,29W,2023-06-09,20,None,"c(-79.539696, 43.58592)"
1118,1,Marie Curtis Park East Beach,32W,2023-06-09,10,<,"c(-79.54056, 43.58511)"
1119,1,Marie Curtis Park East Beach,33W,2023-06-09,20,None,"c(-79.540886, 43.58486)"
1120,1,Marie Curtis Park East Beach,31W,2023-06-09,10,None,"c(-79.54039, 43.585304)"
1121,1,Marie Curtis Park East Beach,30W,2023-06-09,20,None,"c(-79.540054, 43.58561)"
1122,2,Sunnyside Beach,23W,2023-06-09,NA,No data,"c(-79.461525, 43.63625)"
1123,2,Sunnyside Beach,17W,2023-06-09,50,None,"c(-79.451, 43.63639)"
1124,2,Sunnyside Beach,20W,2023-06-09,10,None,"c(-79.45564, 43.637165)"
1125,2,Sunnyside Beach,21W,2023-06-09,50,None,"c(-79.45753, 43.63711)"
1126,2,Sunnyside Beach,18W,2023-06-09,60,None,"c(-79.45267, 43.636612)"
1127,2,Sunnyside Beach,22W,2023-06-09,20,None,"c(-79.46005, 43.636723)"
1128,2,Sunnyside Beach,19W,2023-06-09,70,None,"c(-79.45411, 43.63711)"
1129,1,Marie Curtis Park East Beach,29W,2023-06-08,530,None,"c(-79.539696, 43.58592)"
1130,1,Marie Curtis Park East Beach,32W,2023-06-08,180,None,"c(-79.54056, 43.58511)"
1131,1,Marie Curtis Park East Beach,33W,2023-06-08,140,None,"c(-79.540886, 43.58486)"
1132,1,Marie Curtis Park East Beach,31W,2023-06-08,590,None,"c(-79.54039, 43.585304)"
1133,1,Marie Curtis Park East Beach,30W,2023-06-08,370,None,"c(-79.540054, 43.58561)"
1134,2,Sunnyside Beach,23W,2023-06-08,NA,No data,"c(-79.461525, 43.63625)"
1135,2,Sunnyside Beach,17W,2023-06-08,120,None,"c(-79.451, 43.63639)"
1136,2,Sunnyside Beach,20W,2023-06-08,10,<,"c(-79.45564, 43.637165)"
1137,2,Sunnyside Beach,21W,2023-06-08,10,<,"c(-79.45753, 43.63711)"
1138,2,Sunnyside Beach,18W,2023-06-08,90,None,"c(-79.45267, 43.636612)"
1139,2,Sunnyside Beach,22W,2023-06-08,20,None,"c(-79.46005, 43.636723)"
1140,2,Sunnyside Beach,19W,2023-06-08,30,None,"c(-79.45411, 43.63711)"
1141,1,Marie Curtis Park East Beach,29W,2023-06-07,20,None,"c(-79.539696, 43.58592)"
1142,1,Marie Curtis Park East Beach,32W,2023-06-07,10,None,"c(-79.54056, 43.58511)"
1143,1,Marie Curtis Park East Beach,33W,2023-06-07,20,None,"c(-79.540886, 43.58486)"
1144,1,Marie Curtis Park East Beach,31W,2023-06-07,10,None,"c(-79.54039, 43.585304)"
1145,1,Marie Curtis Park East Beach,30W,2023-06-07,30,None,"c(-79.540054, 43.58561)"
1146,2,Sunnyside Beach,23W,2023-06-07,NA,No data,"c(-79.461525, 43.63625)"
1147,2,Sunnyside Beach,17W,2023-06-07,30,None,"c(-79.451, 43.63639)"
1148,2,Sunnyside Beach,20W,2023-06-07,60,None,"c(-79.45564, 43.637165)"
1149,2,Sunnyside Beach,21W,2023-06-07,40,None,"c(-79.45753, 43.63711)"
1150,2,Sunnyside Beach,18W,2023-06-07,90,None,"c(-79.45267, 43.636612)"
1151,2,Sunnyside Beach,22W,2023-06-07,60,None,"c(-79.46005, 43.636723)"
1152,2,Sunnyside Beach,19W,2023-06-07,90,None,"c(-79.45411, 43.63711)"
1153,1,Marie Curtis Park East Beach,29W,2023-06-06,20,None,"c(-79.539696, 43.58592)"
1154,1,Marie Curtis Park East Beach,32W,2023-06-06,20,None,"c(-79.54056, 43.58511)"
1155,1,Marie Curtis Park East Beach,33W,2023-06-06,10,None,"c(-79.540886, 43.58486)"
1156,1,Marie Curtis Park East Beach,31W,2023-06-06,20,None,"c(-79.54039, 43.585304)"
1157,1,Marie Curtis Park East Beach,30W,2023-06-06,10,<,"c(-79.540054, 43.58561)"
1158,2,Sunnyside Beach,23W,2023-06-06,NA,No data,"c(-79.461525, 43.63625)"
1159,2,Sunnyside Beach,17W,2023-06-06,120,None,"c(-79.451, 43.63639)"
1160,2,Sunnyside Beach,20W,2023-06-06,50,None,"c(-79.45564, 43.637165)"
1161,2,Sunnyside Beach,21W,2023-06-06,20,None,"c(-79.45753, 43.63711)"
1162,2,Sunnyside Beach,18W,2023-06-06,30,None,"c(-79.45267, 43.636612)"
1163,2,Sunnyside Beach,22W,2023-06-06,30,None,"c(-79.46005, 43.636723)"
1164,2,Sunnyside Beach,19W,2023-06-06,60,None,"c(-79.45411, 43.63711)"
1165,1,Marie Curtis Park East Beach,29W,2023-06-05,40,None,"c(-79.539696, 43.58592)"
1166,1,Marie Curtis Park East Beach,32W,2023-06-05,50,None,"c(-79.54056, 43.58511)"
1167,1,Marie Curtis Park East Beach,33W,2023-06-05,80,None,"c(-79.540886, 43.58486)"
1168,1,Marie Curtis Park East Beach,31W,2023-06-05,30,None,"c(-79.54039, 43.585304)"
1169,1,Marie Curtis Park East Beach,30W,2023-06-05,50,None,"c(-79.540054, 43.58561)"
1170,2,Sunnyside Beach,23W,2023-06-05,NA,No data,"c(-79.461525, 43.63625)"
1171,2,Sunnyside Beach,17W,2023-06-05,110,None,"c(-79.451, 43.63639)"
1172,2,Sunnyside Beach,20W,2023-06-05,20,None,"c(-79.45564, 43.637165)"
1173,2,Sunnyside Beach,21W,2023-06-05,40,None,"c(-79.45753, 43.63711)"
1174,2,Sunnyside Beach,18W,2023-06-05,30,None,"c(-79.45267, 43.636612)"
1175,2,Sunnyside Beach,22W,2023-06-05,20,None,"c(-79.46005, 43.636723)"
1176,2,Sunnyside Beach,19W,2023-06-05,30,None,"c(-79.45411, 43.63711)"
1177,1,Marie Curtis Park East Beach,29W,2023-06-04,2240,None,"c(-79.539696, 43.58592)"
1178,1,Marie Curtis Park East Beach,32W,2023-06-04,1820,None,"c(-79.54056, 43.58511)"
1179,1,Marie Curtis Park East Beach,33W,2023-06-04,1880,None,"c(-79.540886, 43.58486)"
1180,1,Marie Curtis Park East Beach,31W,2023-06-04,1360,None,"c(-79.54039, 43.585304)"
1181,1,Marie Curtis Park East Beach,30W,2023-06-04,2150,None,"c(-79.540054, 43.58561)"
1182,2,Sunnyside Beach,23W,2023-06-04,NA,None,"c(-79.461525, 43.63625)"
1183,2,Sunnyside Beach,17W,2023-06-04,70,None,"c(-79.451, 43.63639)"
1184,2,Sunnyside Beach,20W,2023-06-04,70,None,"c(-79.45564, 43.637165)"
1185,2,Sunnyside Beach,21W,2023-06-04,150,None,"c(-79.45753, 43.63711)"
